lga_name,year,median_rent
Yarriambiack,2019,188.0
Buloke,2019,190.0
Campaspe,2019,290.0
Central Goldfields,2019,250.0
Gannawarra,2019,220.0
Greater Bendigo,2019,310.0
Loddon,2019,205.0
Macedon Ranges,2019,435.0
Mildura,2019,300.0
Mount Alexander,2019,340.0
Swan Hill,2019,260.0
Alpine,2019,290.0
Benalla,2019,300.0
Greater Shepparton,2019,290.0
Indigo,2019,305.0
Mansfield,2019,360.0
Mitchell,2019,340.0
Moira,2019,270.0
Murrindindi,2019,280.0
Strathbogie,2019,280.0
Towong,2019,250.0
Wangaratta,2019,290.0
Wodonga,2019,328.0
Bass Coast,2019,320.0
Baw Baw,2019,340.0
East Gippsland,2019,290.0
Latrobe,2019,250.0
South Gippsland,2019,280.0
Wellington,2019,275.0
Banyule,2019,420.0
Brimbank,2019,360.0
Darebin,2019,400.0
Hobsons Bay,2019,410.0
Hume,2019,380.0
Maribyrnong,2019,400.0
Melbourne,2019,540.0
Melton,2019,370.0
Merri-bek,2019,420.0
Moonee Valley,2019,420.0
Nillumbik,2019,400.0
Whittlesea,2019,370.0
Wyndham,2019,380.0
Yarra,2019,520.0
Boroondara,2019,460.0
Knox,2019,408.0
Manningham,2019,470.0
Maroondah,2019,400.0
Monash,2019,450.0
Whitehorse,2019,450.0
Yarra Ranges,2019,400.0
Bayside,2019,575.0
Cardinia,2019,360.0
Casey,2019,380.0
Frankston,2019,365.0
Glen Eira,2019,460.0
Greater Dandenong,2019,360.0
Kingston,2019,430.0
Mornington Penin'a,2019,400.0
Port Phillip,2019,475.0
Stonnington,2019,480.0
Victoria,2019,410.0
Metro,2019,425.0
Non-Metro,2019,320.0
Victoria,2019,410.0
Colac-Otway,2019,320.0
Corangamite,2019,263.0
Glenelg,2019,250.0
Greater Geelong,2019,370.0
Moyne,2019,345.0
Queenscliffe,2019,390.0
Southern Grampians,2019,270.0
Surf Coast,2019,445.0
Warrnambool,2019,340.0
Ararat,2019,270.0
Ballarat,2019,310.0
Golden Plains,2019,400.0
Hepburn,2019,350.0
Hindmarsh,2019,200.0
Horsham,2019,275.0
Moorabool,2019,360.0
Northern Grampians,2019,230.0
Pyrenees,2019,300.0
West Wimmera,2019,195.0
Yarriambiack,2019,185.0
Buloke,2019,203.0
Campaspe,2019,280.0
Central Goldfields,2019,250.0
Gannawarra,2019,220.0
Greater Bendigo,2019,300.0
Loddon,2019,200.0
Macedon Ranges,2019,445.0
Mildura,2019,310.0
Mount Alexander,2019,350.0
Swan Hill,2019,260.0
Alpine,2019,310.0
Benalla,2019,280.0
Greater Shepparton,2019,290.0
Indigo,2019,295.0
Mansfield,2019,375.0
Mitchell,2019,340.0
Moira,2019,265.0
Murrindindi,2019,310.0
Strathbogie,2019,300.0
Towong,2019,275.0
Wangaratta,2019,290.0
Wodonga,2019,330.0
Bass Coast,2019,320.0
Baw Baw,2019,350.0
East Gippsland,2019,300.0
Latrobe,2019,250.0
South Gippsland,2019,280.0
Wellington,2019,280.0
Banyule,2019,420.0
Brimbank,2019,365.0
Darebin,2019,410.0
Hobsons Bay,2019,410.0
Hume,2019,390.0
Maribyrnong,2019,400.0
Melbourne,2019,530.0
Melton,2019,375.0
Merri-bek,2019,420.0
Moonee Valley,2019,415.0
Nillumbik,2019,410.0
Whittlesea,2019,380.0
Wyndham,2019,380.0
Yarra,2019,520.0
Boroondara,2019,475.0
Knox,2019,400.0
Manningham,2019,475.0
Maroondah,2019,400.0
Monash,2019,460.0
Whitehorse,2019,450.0
Yarra Ranges,2019,410.0
Bayside,2019,575.0
Cardinia,2019,370.0
Casey,2019,385.0
Frankston,2019,360.0
Glen Eira,2019,450.0
Greater Dandenong,2019,360.0
Kingston,2019,430.0
Mornington Penin'a,2019,400.0
Port Phillip,2019,470.0
Stonnington,2019,480.0
Victoria,2019,400.0
Metro,2019,420.0
Non-Metro,2019,320.0
Victoria,2019,400.0
Colac-Otway,2019,310.0
Corangamite,2019,260.0
Glenelg,2019,270.0
Greater Geelong,2019,370.0
Moyne,2019,315.0
Queenscliffe,2019,375.0
Southern Grampians,2019,255.0
Surf Coast,2019,460.0
Warrnambool,2019,328.0
Ararat,2019,270.0
Ballarat,2019,320.0
Golden Plains,2019,400.0
Hepburn,2019,340.0
Hindmarsh,2019,205.0
Horsham,2019,275.0
Moorabool,2019,360.0
Northern Grampians,2019,265.0
Pyrenees,2019,265.0
Yarriambiack,2019,190.0
Buloke,2019,195.0
Campaspe,2019,290.0
Central Goldfields,2019,255.0
Gannawarra,2019,220.0
Greater Bendigo,2019,320.0
Loddon,2019,230.0
Macedon Ranges,2019,430.0
Mildura,2019,295.0
Mount Alexander,2019,340.0
Swan Hill,2019,260.0
Alpine,2019,310.0
Benalla,2019,305.0
Greater Shepparton,2019,285.0
Indigo,2019,320.0
Mansfield,2019,350.0
Mitchell,2019,350.0
Moira,2019,270.0
Murrindindi,2019,300.0
Strathbogie,2019,290.0
Towong,2019,240.0
Wangaratta,2019,280.0
Wodonga,2019,320.0
Bass Coast,2019,325.0
Baw Baw,2019,340.0
East Gippsland,2019,300.0
Latrobe,2019,260.0
South Gippsland,2019,280.0
Wellington,2019,280.0
Banyule,2019,410.0
Brimbank,2019,360.0
Darebin,2019,400.0
Hobsons Bay,2019,420.0
Hume,2019,385.0
Maribyrnong,2019,420.0
Melbourne,2019,530.0
Melton,2019,370.0
Merri-bek,2019,420.0
Moonee Valley,2019,400.0
Nillumbik,2019,410.0
Whittlesea,2019,380.0
Wyndham,2019,380.0
Yarra,2019,495.0
Boroondara,2019,475.0
Knox,2019,410.0
Manningham,2019,470.0
Maroondah,2019,400.0
Monash,2019,450.0
Whitehorse,2019,450.0
Yarra Ranges,2019,400.0
Bayside,2019,550.0
Cardinia,2019,365.0
Casey,2019,380.0
Frankston,2019,360.0
Glen Eira,2019,450.0
Greater Dandenong,2019,360.0
Kingston,2019,428.0
Mornington Penin'a,2019,400.0
Port Phillip,2019,460.0
Stonnington,2019,480.0
Victoria,2019,400.0
Metro,2019,420.0
Non-Metro,2019,320.0
Victoria,2019,400.0
Colac-Otway,2019,305.0
Corangamite,2019,260.0
Glenelg,2019,270.0
Greater Geelong,2019,375.0
Moyne,2019,340.0
Queenscliffe,2019,405.0
Southern Grampians,2019,260.0
Surf Coast,2019,450.0
Warrnambool,2019,330.0
Ararat,2019,270.0
Ballarat,2019,320.0
Golden Plains,2019,380.0
Hepburn,2019,360.0
Hindmarsh,2019,183.0
Horsham,2019,270.0
Moorabool,2019,360.0
Northern Grampians,2019,250.0
Pyrenees,2019,300.0
Yarriambiack,2019,180.0
Buloke,2019,203.0
Campaspe,2019,280.0
Central Goldfields,2019,265.0
Gannawarra,2019,225.0
Greater Bendigo,2019,320.0
Loddon,2019,230.0
Macedon Ranges,2019,440.0
Mildura,2019,302.0
Mount Alexander,2019,340.0
Swan Hill,2019,270.0
Alpine,2019,340.0
Benalla,2019,300.0
Greater Shepparton,2019,295.0
Indigo,2019,328.0
Mansfield,2019,355.0
Mitchell,2019,350.0
Moira,2019,275.0
Murrindindi,2019,300.0
Strathbogie,2019,300.0
Towong,2019,255.0
Wangaratta,2019,300.0
Wodonga,2019,340.0
Bass Coast,2019,330.0
Baw Baw,2019,330.0
East Gippsland,2019,295.0
Latrobe,2019,260.0
South Gippsland,2019,290.0
Wellington,2019,280.0
Banyule,2019,420.0
Brimbank,2019,360.0
Darebin,2019,400.0
Hobsons Bay,2019,430.0
Hume,2019,380.0
Maribyrnong,2019,400.0
Melbourne,2019,525.0
Melton,2019,380.0
Merri-bek,2019,420.0
Moonee Valley,2019,415.0
Nillumbik,2019,420.0
Whittlesea,2019,380.0
Wyndham,2019,380.0
Yarra,2019,518.0
Boroondara,2019,485.0
Knox,2019,420.0
Manningham,2019,475.0
Maroondah,2019,405.0
Monash,2019,460.0
Whitehorse,2019,450.0
Yarra Ranges,2019,400.0
Bayside,2019,550.0
Cardinia,2019,360.0
Casey,2019,380.0
Frankston,2019,370.0
Glen Eira,2019,450.0
Greater Dandenong,2019,355.0
Kingston,2019,430.0
Mornington Penin'a,2019,400.0
Port Phillip,2019,475.0
Stonnington,2019,485.0
Victoria,2019,400.0
Metro,2019,420.0
Non-Metro,2019,330.0
Victoria,2019,400.0
Colac-Otway,2020,320.0
Corangamite,2020,300.0
Glenelg,2020,300.0
Greater Geelong,2020,380.0
Moyne,2020,360.0
Queenscliffe,2020,360.0
Southern Grampians,2020,270.0
Surf Coast,2020,450.0
Warrnambool,2020,350.0
Ararat,2020,280.0
Ballarat,2020,330.0
Golden Plains,2020,403.0
Hepburn,2020,360.0
Hindmarsh,2020,180.0
Horsham,2020,280.0
Moorabool,2020,350.0
Northern Grampians,2020,230.0
Pyrenees,2020,287.0
West Wimmera,2020,178.0
Yarriambiack,2020,200.0
Buloke,2020,220.0
Campaspe,2020,290.0
Central Goldfields,2020,265.0
Gannawarra,2020,220.0
Greater Bendigo,2020,330.0
Loddon,2020,215.0
Macedon Ranges,2020,440.0
Mildura,2020,310.0
Mount Alexander,2020,355.0
Swan Hill,2020,260.0
Alpine,2020,318.0
Benalla,2020,320.0
Greater Shepparton,2020,290.0
Indigo,2020,320.0
Mansfield,2020,365.0
Mitchell,2020,358.0
Moira,2020,275.0
Murrindindi,2020,300.0
Strathbogie,2020,300.0
Towong,2020,250.0
Wangaratta,2020,300.0
Wodonga,2020,330.0
Bass Coast,2020,320.0
Baw Baw,2020,360.0
East Gippsland,2020,300.0
Latrobe,2020,265.0
South Gippsland,2020,290.0
Wellington,2020,290.0
Banyule,2020,430.0
Brimbank,2020,370.0
Darebin,2020,420.0
Hobsons Bay,2020,435.0
Hume,2020,390.0
Maribyrnong,2020,420.0
Melbourne,2020,540.0
Melton,2020,377.0
Merri-bek,2020,430.0
Moonee Valley,2020,420.0
Nillumbik,2020,420.0
Whittlesea,2020,380.0
Wyndham,2020,380.0
Yarra,2020,520.0
Boroondara,2020,480.0
Knox,2020,415.0
Manningham,2020,470.0
Maroondah,2020,410.0
Monash,2020,470.0
Whitehorse,2020,450.0
Yarra Ranges,2020,410.0
Bayside,2020,595.0
Cardinia,2020,360.0
Casey,2020,390.0
Frankston,2020,375.0
Glen Eira,2020,460.0
Greater Dandenong,2020,363.0
Kingston,2020,440.0
Mornington Penin'a,2020,420.0
Port Phillip,2020,480.0
Stonnington,2020,490.0
Victoria,2020,410.0
Metro,2020,430.0
Non-Metro,2020,335.0
Victoria,2020,410.0
Colac-Otway,2020,310.0
Corangamite,2020,273.0
Glenelg,2020,290.0
Greater Geelong,2020,370.0
Moyne,2020,300.0
Queenscliffe,2020,480.0
Southern Grampians,2020,250.0
Surf Coast,2020,450.0
Warrnambool,2020,330.0
Ararat,2020,280.0
Ballarat,2020,320.0
Golden Plains,2020,400.0
Hepburn,2020,350.0
Hindmarsh,2020,190.0
Horsham,2020,280.0
Moorabool,2020,350.0
Northern Grampians,2020,250.0
Pyrenees,2020,265.0
West Wimmera,2020,165.0
Yarriambiack,2020,200.0
Buloke,2020,200.0
Campaspe,2020,300.0
Central Goldfields,2020,250.0
Gannawarra,2020,233.0
Greater Bendigo,2020,325.0
Loddon,2020,210.0
Macedon Ranges,2020,430.0
Mildura,2020,300.0
Mount Alexander,2020,350.0
Swan Hill,2020,280.0
Alpine,2020,320.0
Benalla,2020,300.0
Greater Shepparton,2020,295.0
Indigo,2020,305.0
Mansfield,2020,370.0
Mitchell,2020,360.0
Moira,2020,280.0
Murrindindi,2020,320.0
Strathbogie,2020,300.0
Towong,2020,280.0
Wangaratta,2020,310.0
Wodonga,2020,325.0
Bass Coast,2020,335.0
Baw Baw,2020,350.0
East Gippsland,2020,300.0
Latrobe,2020,260.0
South Gippsland,2020,300.0
Wellington,2020,300.0
Banyule,2020,410.0
Brimbank,2020,365.0
Darebin,2020,400.0
Hobsons Bay,2020,400.0
Hume,2020,380.0
Maribyrnong,2020,400.0
Melbourne,2020,445.0
Melton,2020,370.0
Merri-bek,2020,405.0
Moonee Valley,2020,395.0
Nillumbik,2020,410.0
Whittlesea,2020,380.0
Wyndham,2020,370.0
Yarra,2020,490.0
Boroondara,2020,470.0
Knox,2020,410.0
Manningham,2020,450.0
Maroondah,2020,400.0
Monash,2020,450.0
Whitehorse,2020,425.0
Yarra Ranges,2020,400.0
Bayside,2020,550.0
Cardinia,2020,365.0
Casey,2020,385.0
Frankston,2020,370.0
Glen Eira,2020,450.0
Greater Dandenong,2020,360.0
Kingston,2020,430.0
Mornington Penin'a,2020,400.0
Port Phillip,2020,450.0
Stonnington,2020,450.0
Victoria,2020,390.0
Metro,2020,400.0
Non-Metro,2020,330.0
Victoria,2020,390.0
Colac-Otway,2020,340.0
Corangamite,2020,280.0
Glenelg,2020,300.0
Greater Geelong,2020,375.0
Moyne,2020,320.0
Queenscliffe,2020,358.0
Southern Grampians,2020,270.0
Surf Coast,2020,450.0
Warrnambool,2020,340.0
Ararat,2020,290.0
Ballarat,2020,330.0
Golden Plains,2020,395.0
Hepburn,2020,350.0
Hindmarsh,2020,210.0
Horsham,2020,280.0
Moorabool,2020,365.0
Northern Grampians,2020,250.0
Pyrenees,2020,300.0
West Wimmera,2020,210.0
Yarriambiack,2020,200.0
Buloke,2020,220.0
Campaspe,2020,300.0
Central Goldfields,2020,283.0
Gannawarra,2020,228.0
Greater Bendigo,2020,330.0
Loddon,2020,260.0
Macedon Ranges,2020,420.0
Mildura,2020,310.0
Mount Alexander,2020,368.0
Swan Hill,2020,280.0
Alpine,2020,320.0
Benalla,2020,305.0
Greater Shepparton,2020,300.0
Indigo,2020,330.0
Mansfield,2020,380.0
Mitchell,2020,360.0
Moira,2020,290.0
Murrindindi,2020,315.0
Strathbogie,2020,320.0
Towong,2020,300.0
Wangaratta,2020,303.0
Wodonga,2020,325.0
Bass Coast,2020,340.0
Baw Baw,2020,350.0
East Gippsland,2020,310.0
Latrobe,2020,270.0
South Gippsland,2020,300.0
Wellington,2020,300.0
Banyule,2020,415.0
Brimbank,2020,365.0
Darebin,2020,400.0
Hobsons Bay,2020,410.0
Hume,2020,385.0
Maribyrnong,2020,390.0
Melbourne,2020,400.0
Melton,2020,375.0
Merri-bek,2020,400.0
Moonee Valley,2020,400.0
Nillumbik,2020,430.0
Whittlesea,2020,380.0
Wyndham,2020,370.0
Yarra,2020,470.0
Boroondara,2020,450.0
Knox,2020,420.0
Manningham,2020,450.0
Maroondah,2020,415.0
Monash,2020,430.0
Whitehorse,2020,420.0
Yarra Ranges,2020,400.0
Bayside,2020,595.0
Cardinia,2020,370.0
Casey,2020,390.0
Frankston,2020,375.0
Glen Eira,2020,430.0
Greater Dandenong,2020,360.0
Kingston,2020,430.0
Mornington Penin'a,2020,430.0
Port Phillip,2020,435.0
Stonnington,2020,450.0
Victoria,2020,390.0
Metro,2020,400.0
Non-Metro,2020,340.0
Victoria,2020,390.0
Colac-Otway,2020,325.0
Corangamite,2020,290.0
Glenelg,2020,310.0
Greater Geelong,2020,380.0
Moyne,2020,363.0
Queenscliffe,2020,450.0
Southern Grampians,2020,280.0
Surf Coast,2020,470.0
Warrnambool,2020,350.0
Ararat,2020,285.0
Ballarat,2020,340.0
Golden Plains,2020,395.0
Hepburn,2020,380.0
Hindmarsh,2020,200.0
Horsham,2020,298.0
Moorabool,2020,360.0
Northern Grampians,2020,270.0
Pyrenees,2020,335.0
West Wimmera,2020,220.0
Yarriambiack,2020,225.0
Buloke,2020,230.0
Campaspe,2020,300.0
Central Goldfields,2020,280.0
Gannawarra,2020,238.0
Greater Bendigo,2020,350.0
Loddon,2020,240.0
Macedon Ranges,2020,450.0
Mildura,2020,330.0
Mount Alexander,2020,375.0
Swan Hill,2020,300.0
Alpine,2020,350.0
Benalla,2020,325.0
Greater Shepparton,2020,310.0
Indigo,2020,310.0
Mansfield,2020,360.0
Mitchell,2020,360.0
Moira,2020,280.0
Murrindindi,2020,318.0
Strathbogie,2020,320.0
Towong,2020,280.0
Wangaratta,2020,320.0
Wodonga,2020,350.0
Bass Coast,2020,350.0
Baw Baw,2020,370.0
East Gippsland,2020,323.0
Latrobe,2020,285.0
South Gippsland,2020,310.0
Wellington,2020,300.0
Banyule,2020,410.0
Brimbank,2020,360.0
Darebin,2020,400.0
Hobsons Bay,2020,425.0
Hume,2020,390.0
Maribyrnong,2020,400.0
Melbourne,2020,380.0
Melton,2020,380.0
Merri-bek,2020,400.0
Moonee Valley,2020,385.0
Nillumbik,2020,420.0
Whittlesea,2020,380.0
Wyndham,2020,370.0
Yarra,2020,460.0
Boroondara,2020,445.0
Knox,2020,420.0
Manningham,2020,460.0
Maroondah,2020,410.0
Monash,2020,425.0
Whitehorse,2020,410.0
Yarra Ranges,2020,415.0
Bayside,2020,550.0
Cardinia,2020,370.0
Casey,2020,390.0
Frankston,2020,380.0
Glen Eira,2020,420.0
Greater Dandenong,2020,356.0
Kingston,2020,425.0
Mornington Penin'a,2020,450.0
Port Phillip,2020,430.0
Stonnington,2020,425.0
Victoria,2020,390.0
Metro,2020,400.0
Non-Metro,2020,350.0
Victoria,2020,390.0
Colac-Otway,2021,340.0
Corangamite,2021,310.0
Glenelg,2021,330.0
Greater Geelong,2021,395.0
Moyne,2021,360.0
Queenscliffe,2021,388.0
Southern Grampians,2021,280.0
Surf Coast,2021,500.0
Warrnambool,2021,370.0
Ararat,2021,300.0
Ballarat,2021,350.0
Golden Plains,2021,430.0
Hepburn,2021,355.0
Hindmarsh,2021,225.0
Horsham,2021,300.0
Moorabool,2021,380.0
Northern Grampians,2021,245.0
Pyrenees,2021,283.0
West Wimmera,2021,228.0
Yarriambiack,2021,200.0
Buloke,2021,155.0
Campaspe,2021,325.0
Central Goldfields,2021,280.0
Gannawarra,2021,245.0
Greater Bendigo,2021,350.0
Loddon,2021,218.0
Macedon Ranges,2021,470.0
Mildura,2021,320.0
Mount Alexander,2021,375.0
Swan Hill,2021,280.0
Alpine,2021,350.0
Benalla,2021,345.0
Greater Shepparton,2021,308.0
Indigo,2021,350.0
Mansfield,2021,375.0
Mitchell,2021,370.0
Moira,2021,283.0
Murrindindi,2021,323.0
Strathbogie,2021,330.0
Towong,2021,250.0
Wangaratta,2021,350.0
Wodonga,2021,360.0
Bass Coast,2021,350.0
Baw Baw,2021,380.0
East Gippsland,2021,330.0
Latrobe,2021,300.0
South Gippsland,2021,320.0
Wellington,2021,320.0
Banyule,2021,410.0
Brimbank,2021,360.0
Darebin,2021,400.0
Hobsons Bay,2021,415.0
Hume,2021,385.0
Maribyrnong,2021,395.0
Melbourne,2021,380.0
Melton,2021,380.0
Merri-bek,2021,400.0
Moonee Valley,2021,385.0
Nillumbik,2021,430.0
Whittlesea,2021,380.0
Wyndham,2021,370.0
Yarra,2021,450.0
Boroondara,2021,430.0
Knox,2021,420.0
Manningham,2021,450.0
Maroondah,2021,410.0
Monash,2021,420.0
Whitehorse,2021,410.0
Yarra Ranges,2021,420.0
Bayside,2021,595.0
Cardinia,2021,380.0
Casey,2021,395.0
Frankston,2021,380.0
Glen Eira,2021,415.0
Greater Dandenong,2021,365.0
Kingston,2021,420.0
Mornington Penin'a,2021,460.0
Port Phillip,2021,410.0
Stonnington,2021,410.0
Victoria,2021,390.0
Metro,2021,400.0
Non-Metro,2021,350.0
Victoria,2021,390.0
Colac-Otway,2021,340.0
Corangamite,2021,285.0
Glenelg,2021,330.0
Greater Geelong,2021,400.0
Moyne,2021,380.0
Queenscliffe,2021,400.0
Southern Grampians,2021,280.0
Surf Coast,2021,500.0
Warrnambool,2021,393.0
Ararat,2021,290.0
Ballarat,2021,350.0
Golden Plains,2021,450.0
Hepburn,2021,353.0
Hindmarsh,2021,220.0
Horsham,2021,330.0
Moorabool,2021,390.0
Northern Grampians,2021,270.0
Pyrenees,2021,300.0
West Wimmera,2021,215.0
Yarriambiack,2021,200.0
Buloke,2021,250.0
Campaspe,2021,300.0
Central Goldfields,2021,290.0
Gannawarra,2021,240.0
Greater Bendigo,2021,370.0
Loddon,2021,215.0
Macedon Ranges,2021,470.0
Mildura,2021,330.0
Mount Alexander,2021,375.0
Swan Hill,2021,300.0
Alpine,2021,390.0
Benalla,2021,350.0
Greater Shepparton,2021,318.0
Indigo,2021,350.0
Mansfield,2021,390.0
Mitchell,2021,380.0
Moira,2021,300.0
Murrindindi,2021,350.0
Strathbogie,2021,350.0
Towong,2021,283.0
Wangaratta,2021,350.0
Wodonga,2021,380.0
Bass Coast,2021,385.0
Baw Baw,2021,390.0
East Gippsland,2021,330.0
Latrobe,2021,300.0
South Gippsland,2021,330.0
Wellington,2021,335.0
Banyule,2021,410.0
Brimbank,2021,360.0
Darebin,2021,390.0
Hobsons Bay,2021,400.0
Hume,2021,390.0
Maribyrnong,2021,365.0
Melbourne,2021,360.0
Melton,2021,380.0
Merri-bek,2021,380.0
Moonee Valley,2021,370.0
Nillumbik,2021,430.0
Whittlesea,2021,380.0
Wyndham,2021,370.0
Yarra,2021,425.0
Boroondara,2021,400.0
Knox,2021,420.0
Manningham,2021,450.0
Maroondah,2021,415.0
Monash,2021,420.0
Whitehorse,2021,410.0
Yarra Ranges,2021,430.0
Bayside,2021,550.0
Cardinia,2021,390.0
Casey,2021,400.0
Frankston,2021,395.0
Glen Eira,2021,400.0
Greater Dandenong,2021,350.0
Kingston,2021,425.0
Mornington Penin'a,2021,470.0
Port Phillip,2021,400.0
Stonnington,2021,400.0
Victoria,2021,390.0
Metro,2021,390.0
Non-Metro,2021,360.0
Victoria,2021,390.0
Colac-Otway,2021,350.0
Corangamite,2021,315.0
Glenelg,2021,330.0
Greater Geelong,2021,410.0
Moyne,2021,345.0
Southern Grampians,2021,285.0
Surf Coast,2021,520.0
Warrnambool,2021,380.0
Ararat,2021,300.0
Ballarat,2021,350.0
Golden Plains,2021,405.0
Hepburn,2021,380.0
Hindmarsh,2021,220.0
Horsham,2021,330.0
Moorabool,2021,390.0
Northern Grampians,2021,275.0
Pyrenees,2021,265.0
West Wimmera,2021,220.0
Yarriambiack,2021,210.0
Buloke,2021,230.0
Campaspe,2021,330.0
Central Goldfields,2021,300.0
Gannawarra,2021,255.0
Greater Bendigo,2021,375.0
Loddon,2021,235.0
Macedon Ranges,2021,460.0
Mildura,2021,340.0
Mount Alexander,2021,393.0
Swan Hill,2021,280.0
Alpine,2021,383.0
Benalla,2021,350.0
Greater Shepparton,2021,330.0
Indigo,2021,360.0
Mansfield,2021,400.0
Mitchell,2021,380.0
Moira,2021,320.0
Murrindindi,2021,358.0
Strathbogie,2021,335.0
Towong,2021,280.0
Wangaratta,2021,360.0
Wodonga,2021,380.0
Bass Coast,2021,400.0
Baw Baw,2021,395.0
East Gippsland,2021,340.0
Latrobe,2021,313.0
South Gippsland,2021,350.0
Wellington,2021,340.0
Banyule,2021,410.0
Brimbank,2021,360.0
Darebin,2021,390.0
Hobsons Bay,2021,400.0
Hume,2021,390.0
Maribyrnong,2021,380.0
Melbourne,2021,370.0
Melton,2021,380.0
Merri-bek,2021,390.0
Moonee Valley,2021,380.0
Nillumbik,2021,430.0
Whittlesea,2021,380.0
Wyndham,2021,370.0
Yarra,2021,450.0
Boroondara,2021,415.0
Knox,2021,437.0
Manningham,2021,460.0
Maroondah,2021,420.0
Monash,2021,425.0
Whitehorse,2021,420.0
Yarra Ranges,2021,425.0
Bayside,2021,570.0
Cardinia,2021,390.0
Casey,2021,410.0
Frankston,2021,400.0
Glen Eira,2021,395.0
Greater Dandenong,2021,365.0
Kingston,2021,430.0
Mornington Penin'a,2021,496.0
Port Phillip,2021,400.0
Stonnington,2021,410.0
Victoria,2021,390.0
Metro,2021,400.0
Non-Metro,2021,370.0
Victoria,2021,390.0
Colac-Otway,2021,380.0
Corangamite,2021,343.0
Glenelg,2021,350.0
Greater Geelong,2021,415.0
Moyne,2021,360.0
Queenscliffe,2021,385.0
Southern Grampians,2021,305.0
Surf Coast,2021,500.0
Warrnambool,2021,400.0
Ararat,2021,300.0
Ballarat,2021,360.0
Golden Plains,2021,420.0
Hepburn,2021,390.0
Hindmarsh,2021,255.0
Horsham,2021,330.0
Moorabool,2021,400.0
Northern Grampians,2021,290.0
Pyrenees,2021,350.0
West Wimmera,2021,213.0
Yarriambiack,2021,218.0
Buloke,2021,245.0
Campaspe,2021,340.0
Central Goldfields,2021,295.0
Gannawarra,2021,240.0
Greater Bendigo,2021,380.0
Loddon,2021,270.0
Macedon Ranges,2021,460.0
Mildura,2021,330.0
Mount Alexander,2021,400.0
Swan Hill,2021,303.0
Alpine,2021,350.0
Benalla,2021,360.0
Greater Shepparton,2021,340.0
Indigo,2021,380.0
Mansfield,2021,425.0
Mitchell,2021,380.0
Moira,2021,300.0
Murrindindi,2021,340.0
Strathbogie,2021,350.0
Towong,2021,300.0
Wangaratta,2021,360.0
Wodonga,2021,390.0
Bass Coast,2021,420.0
Baw Baw,2021,390.0
East Gippsland,2021,350.0
Latrobe,2021,340.0
South Gippsland,2021,340.0
Wellington,2021,360.0
Banyule,2021,410.0
Brimbank,2021,360.0
Darebin,2021,390.0
Hobsons Bay,2021,415.0
Hume,2021,390.0
Maribyrnong,2021,380.0
Melbourne,2021,380.0
Melton,2021,380.0
Merri-bek,2021,395.0
Moonee Valley,2021,390.0
Nillumbik,2021,450.0
Whittlesea,2021,395.0
Wyndham,2021,370.0
Yarra,2021,450.0
Boroondara,2021,440.0
Knox,2021,430.0
Manningham,2021,480.0
Maroondah,2021,430.0
Monash,2021,430.0
Whitehorse,2021,425.0
Yarra Ranges,2021,450.0
Bayside,2021,590.0
Cardinia,2021,400.0
Casey,2021,420.0
Frankston,2021,420.0
Glen Eira,2021,420.0
Greater Dandenong,2021,360.0
Kingston,2021,430.0
Mornington Penin'a,2021,500.0
Port Phillip,2021,420.0
Stonnington,2021,410.0
Victoria,2021,400.0
Metro,2021,400.0
Non-Metro,2021,380.0
Victoria,2021,400.0
Colac-Otway,2022,380.0
Corangamite,2022,320.0
Glenelg,2022,350.0
Greater Geelong,2022,430.0
Moyne,2022,400.0
Queenscliffe,2022,550.0
Southern Grampians,2022,310.0
Surf Coast,2022,540.0
Warrnambool,2022,420.0
Ararat,2022,340.0
Ballarat,2022,370.0
Golden Plains,2022,450.0
Hepburn,2022,380.0
Hindmarsh,2022,230.0
Horsham,2022,320.0
Moorabool,2022,400.0
Northern Grampians,2022,270.0
Pyrenees,2022,320.0
Yarriambiack,2022,240.0
Buloke,2022,260.0
Campaspe,2022,355.0
Central Goldfields,2022,300.0
Gannawarra,2022,263.0
Greater Bendigo,2022,390.0
Macedon Ranges,2022,480.0
Mildura,2022,350.0
Mount Alexander,2022,388.0
Swan Hill,2022,295.0
Alpine,2022,370.0
Benalla,2022,397.0
Greater Shepparton,2022,350.0
Indigo,2022,350.0
Mansfield,2022,420.0
Mitchell,2022,390.0
Moira,2022,330.0
Murrindindi,2022,360.0
Strathbogie,2022,350.0
Towong,2022,330.0
Wangaratta,2022,390.0
Wodonga,2022,410.0
Bass Coast,2022,405.0
Baw Baw,2022,400.0
East Gippsland,2022,370.0
Latrobe,2022,340.0
South Gippsland,2022,350.0
Wellington,2022,375.0
Banyule,2022,420.0
Brimbank,2022,365.0
Darebin,2022,400.0
Hobsons Bay,2022,420.0
Hume,2022,400.0
Maribyrnong,2022,400.0
Melbourne,2022,440.0
Melton,2022,390.0
Merri-bek,2022,400.0
Moonee Valley,2022,390.0
Nillumbik,2022,450.0
Whittlesea,2022,390.0
Wyndham,2022,380.0
Yarra,2022,475.0
Boroondara,2022,430.0
Knox,2022,445.0
Manningham,2022,475.0
Maroondah,2022,430.0
Monash,2022,450.0
Whitehorse,2022,440.0
Yarra Ranges,2022,440.0
Bayside,2022,588.0
Cardinia,2022,420.0
Casey,2022,420.0
Frankston,2022,420.0
Glen Eira,2022,420.0
Greater Dandenong,2022,375.0
